Site	Left	Right	Strand	Genes of transcription unit	Object ID
TU0-13193	1316092	1316035	-	EG11125 // EG11126 // EG11127	TU0-13193
TU0-13194	1323188	1326641	+	G6636 // G6635 // G6634	TU0-13194
TU0-13195	1326852	1327727	+	EG12433	TU0-13195
TU0-13196	1327767	1329112	-	EG11759 // EG10130	TU0-13196
TU0-13198	1335090	1335458	+	G0-10513 // G0-10512	TU0-13198
TU0-13199	1339309	1340094	+	EG10705	TU0-13199
TU0-13200	1340135	1341727	+	EG12691 // G6637	TU0-13200
TU0-13203	1350132	1350107	-	G6640	TU0-13203
TU0-13204	1351118	1351039	-	EG11528	TU0-13204
TU0-13205	1351407	1351760	-	G6641	TU0-13205
TU0-13206	1351828	1357110	-	G2002 // G2001 // G2000 // EG12304 // EG12305	TU0-13206
TU0-13207	1357423	1357668	-	G6642	TU0-13207
TU0-13209	1360968	1360908	-	G0-16737 // G6643 // G6644	TU0-13209
TU0-13210	1361052	1366815	+	G6646 // EG11822 // EG10036 // EG12431 // G6645	TU0-13210
TU0-13211	1362728	1366815	+	G6646 // EG11822 // EG10036	TU0-13211
TU0-13212	1370216	1382852	+	G6657 // G0-10445 // G6656 // G6655 // G6654 // G6653 // G6652 // G6651 // G6650 // G6649 // G6648 // G6647	TU0-13212
TU0-13213	1381947	1382852	+	G6657	TU0-13213
TU0-13214	1384117	1386572	+	EG12870 // G6659	TU0-13214
TU0-13215	1389870	1390862	-	G0-10446 // G6662	TU0-13215
TU0-13216	1392072	1391853	-	G6663	TU0-13216
TU0-13217	1391991	1392890	+	G6664	TU0-13217
TU0-13218	1393227	1394840	+	G6665	TU0-13218
TU0-13219	1396112	1397092	+	G6667	TU0-13219
TU0-13220	1397365	1397622	+	G6668	TU0-13220
TU0-13221	1398659	1398622	-	EG11246	TU0-13221
TU0-13222	1399721	1404565	-	G6670 // G6669 // EG12853 // EG10668	TU0-13222
TU0-13223	1408024	1409033	+	G6674	TU0-13223
TU0-13225	1411013	1411948	-	G6675	TU0-13225
TU0-13226	1412000	1417386	-	EG10827 // EG11899 // EG11900 // EG11901 // G6677 // G6676	TU0-13226
TU0-13227	1417488	1417763	-	EG10813	TU0-13227
TU0-13228	1417838	1418229	-	EG12155 // G0-9081	TU0-13228
TU0-13229	1419156	1419456	-	G6679 // G0-10448	TU0-13229
TU0-13230	1419765	1420241	-	G6680	TU0-13230
TU0-13231	1420365	1423644	+	G6686 // G6685 // G6684 // G6683 // G6682 // G6681	TU0-13231
TU0-13232	1423400	1423585	+	G0-10449	TU0-13232
TU0-13233	1423782	1425239	+	EG11020	TU0-13233
TU0-13234	1425377	1425980	+	G6689 // G6688	TU0-13234
TU0-13235	1426454	1428984	+	G6692 // G6691	TU0-13235
TU0-13236	1429049	1432986	+	G6696 // G6695	TU0-13236
TU0-13237	1433084	1433674	-	G6697	TU0-13237
TU0-13238	1433991	1434224	-	G6698	TU0-13238
TU0-13239	1435641	1435619	-	G6699	TU0-13239
TU0-13240	1437013	1436893	-	G6700	TU0-13240
TU0-13241	1441780	1441743	-	G6702	TU0-13241
TU0-13242	1443051	1446206	+	G6705 // G6704 // G6703	TU0-13242
TU0-13244	1465392	1474013	+	G6722	TU0-13244
TU0-13245	1467921	1469149	-	G6724 // G6723 // G0-10542	TU0-13245
TU0-13246	1469358	1470509	+	G6725	TU0-13246
TU0-13248	1474221	1475081	+	EG11309	TU0-13248
TU0-13249	1475066	1477450	+	EG11310	TU0-13249
TU0-13250	1477597	1482201	+	G6730 // G6729 // G6728 // G6727	TU0-13250
TU0-13251	1483061	1486963	+	G6732	TU0-13251
TU0-13252	1487235	1488035	+	EG12110	TU0-13252
TU0-13253	1490902	1491432	+	EG10172	TU0-13253
TU0-13254	1491677	1491850	+	EG11219	TU0-13254
TU0-13255	1491922	1492071	-	G0-9610	TU0-13255
TU0-13256	1491962	1492129	-	G6736	TU0-13256
TU0-13257	1492119	1492174	+	G0-9611	TU0-13257
TU0-13258	1495288	1496631	+	G6738	TU0-13258
TU0-13259	1496856	1498511	+	EG12859	TU0-13259
TU0-13260	1498651	1498875	+	EG12865	TU0-13260
TU0-13261	1502457	1503125	+	G6742	TU0-13261
TU0-13263	1503218	1503649	-	G0-10557	TU0-13263
TU0-13264	1506150	1506708	+	G6745	TU0-13264
TU0-13265	1506781	1508742	+	G6746	TU0-13265
TU0-13266	1509221	1509924	+	G6749 // G0-10451	TU0-13266
TU0-13267	1509978	1511409	+	G6750	TU0-13267
TU0-13268	1515578	1517002	+	G6755	TU0-13268
TU0-13269	1517389	1517562	+	G6756	TU0-13269
TU0-13270	1517648	1517881	+	G6757	TU0-13270
TU0-13271	1517882	1518846	-	G6759 // G6758	TU0-13271
TU0-13272	1519027	1520064	+	G6760	TU0-13272
TU0-13273	1520262	1520927	+	G6761	TU0-13273
TU0-13274	1526228	1526864	+	G6765	TU0-13274
TU0-13275	1526940	1527152	+	G6766	TU0-13275
TU0-13276	1527890	1530404	+	EG11760 // EG10010	TU0-13276
TU0-13277	1530586	1531639	+	G6767	TU0-13277
TU0-13279	1531816	1532952	+	EG11526	TU0-13279
TU0-13280	1533052	1533285	+	EG11761	TU0-13280
TU0-13281	1534965	1535858	-	EG11825	TU0-13281
TU0-13283	1544384	1546028	-	G6773 // G6772 // G6771	TU0-13283
TU0-13284	1547205	1547169	-	EG12713	TU0-13284
TU0-13285	1552398	1552682	-	G6774	TU0-13285
TU0-13286	1552828	1553838	-	G6775	TU0-13286
TU0-13287	1553972	1555669	-	EG10948	TU0-13287
TU0-13288	1567504	1568823	-	G6785	TU0-13288
TU0-13289	1572407	1575202	-	EG11744	TU0-13289
TU0-13290	1575247	1579342	-	EG11742 // EG11743	TU0-13290
TU0-13291	1579633	1580790	-	G6787	TU0-13291
TU0-13292	1580842	1582524	-	G6788	TU0-13292
TU0-13293	1586820	1587734	-	G6792	TU0-13293
TU0-13294	1587793	1590001	-	G6795 // G6794 // G6793	TU0-13294
TU0-13295	1590334	1590536	-	G6796	TU0-13295
TU0-13297	1592665	1598086	-	EG11780	TU0-13297
TU0-13298	1598617	1600209	-	G6798	TU0-13298
TU0-13299	1601257	1601241	-	G6798 // G6799	TU0-13299
TU0-13300	1607221	1608104	+	G6806	TU0-13300
TU0-13301	1608108	1609022	-	G6807	TU0-13301
TU0-13302	1610907	1611854	-	G6808	TU0-13302
TU0-13303	1611966	1613251	-	G6810 // G6809	TU0-13303
TU0-13304	1613315	1614703	-	G6811	TU0-13304
TU0-13305	1614804	1615685	+	G6812	TU0-13305
TU0-13306	1615763	1616878	+	G6813	TU0-13306
TU0-13307	1622588	1622799	+	G0-8892	TU0-13307
TU0-13308	1623879	1623850	-	EG11643	TU0-13308
TU0-13310	1627491	1628263	+	EG12345	TU0-13310
TU0-13311	1628326	1629038	+	G6814	TU0-13311
TU0-13312	1629215	1629418	+	G6815	TU0-13312
TU0-13313	1629453	1630913	-	G6816	TU0-13313
TU0-13314	1631002	1632285	-	G6817	TU0-13314
TU0-13315	1632723	1633305	+	G0-16742 // G6818	TU0-13315
TU0-13316	1633622	1634212	+	G6819	TU0-13316
TU0-13318	1636756	1637457	+	G6822 // G0-10452	TU0-13318
TU0-13319	1637846	1637782	-	G6823	TU0-13319
TU0-13320	1637954	1638109	-	G6824	TU0-13320
TU0-13321	1639030	1640585	-	G6829 // G6828 // G6827 // G6826	TU0-13321
TU0-13322	1642489	1644304	-	G6831 // G6830	TU0-13322
TU0-13323	1644651	1644902	-	EG11129	TU0-13323
TU0-13324	1645119	1645274	-	EG11130	TU0-13324
TU0-13325	1645346	1645872	-	EG10836 // EG11131	TU0-13325
TU0-13326	1645897	1646202	+	G6832	TU0-13326
TU0-13327	1647876	1647850	-	EG10228 // G6835 // G6834	TU0-13327
TU0-13328	1647934	1648341	+	EG10226	TU0-13328
TU0-13329	1648438	1649041	+	EG11302 // EG11301 // EG11300	TU0-13329
TU0-13330	1649382	1649434	+	EG31115	TU0-13330
TU0-13331	1649597	1652708	+	G6837 // G6836 // EG11304 // EG11303 // EG10227	TU0-13331
TU0-13332	1652728	1652838	-	G0-10559	TU0-13332
TU0-13333	1652896	1655141	-	G6839 // G6838	TU0-13333
TU0-13334	1655347	1655673	-	G6840	TU0-13334
TU0-13335	1655709	1656744	+	G6842 // G6841	TU0-13335
TU0-13336	1657565	1657870	+	G6844	TU0-13336
TU0-13337	1665315	1666571	+	G6850	TU0-13337
TU0-13338	1666524	1667219	-	G6851	TU0-13338
TU0-13340	1668699	1669592	-	G6853	TU0-13340
TU0-13341	1669672	1670952	+	G6854	TU0-13341
TU0-13342	1671960	1672781	+	G6856	TU0-13342
TU0-13343	1673779	1673709	-	G0-17023 // G6858 // G6857	TU0-13343
TU0-13344	1678427	1679371	+	G6860	TU0-13344
TU0-13345	1679557	1681698	+	G6862 // G6861	TU0-13345
TU0-13346	1684259	1685188	+	EG11038	TU0-13346
TU0-13348	1689794	1691360	+	G6865	TU0-13348
TU0-13349	1698122	1698040	-	EG10425	TU0-13349
TU0-13350	1702202	1703234	+	EG10030	TU0-13350
TU0-13351	1704512	1704676	+	G0-9561	TU0-13351
TU0-13352	1704949	1705164	+	G6869	TU0-13352
TU0-13353	1714327	1714982	+	G6878	TU0-13353
TU0-13354	1718066	1718395	-	EG11488	TU0-13354
TU0-13355	1718493	1719602	-	G6880	TU0-13355
TU0-13356	1724679	1724655	-	G6886	TU0-13356
TU0-13357	1724736	1725632	-	G6887	TU0-13357
TU0-13358	1725681	1725920	-	G6888	TU0-13358
TU0-13359	1734357	1735250	+	G6892	TU0-13359
TU0-13360	1739911	1741122	+	EG12141	TU0-13360
TU0-13361	1746700	1747005	+	G6895	TU0-13361
TU0-13362	1747131	1748735	+	G6896	TU0-13362
TU0-13363	1748747	1751013	-	G6899 // G6898 // G6897	TU0-13363
TU0-13364	1751077	1754477	-	G6902 // G6901 // G6900	TU0-13364
TU0-13365	1754932	1755141	-	G6903	TU0-13365
TU0-13366	1757721	1758725	-	G6904	TU0-13366
TU0-13367	1764713	1764780	-	G0-8876	TU0-13367
TU0-13368	1764934	1768685	-	G6913 // G6912 // G6911	TU0-13368
TU0-13369	1769074	1770186	+	G6914	TU0-13369
TU0-13370	1770372	1770477	+	G0-8863	TU0-13370
TU0-13371	1770615	1770971	+	G6915	TU0-13371
TU0-13372	1771071	1772285	+	G6916	TU0-13372
TU0-13373	1772512	1775444	+	EG10076 // EG11234 // G6917	TU0-13373
TU0-13374	1775587	1778347	+	G6918 // EG12432	TU0-13374
TU0-13375	1787445	1788278	+	EG11132	TU0-13375
TU0-13376	1789613	1789804	+	EG12391	TU0-13376
TU0-13377	1792087	1792020	-	G6925	TU0-13377
TU0-13378	1792267	1792731	-	EG11133	TU0-13378
TU0-13379	1803094	1804993	+	G6926	TU0-13379
TU0-13380	1805165	1805272	+	G0-10453	TU0-13380
TU0-13381	1807400	1807690	+	G6929	TU0-13381
TU0-13382	1807796	1808656	+	G6930	TU0-13382
TU0-13383	1809326	1810048	+	G6932	TU0-13383
TU0-13384	1810882	1812325	+	G6934	TU0-13384
TU0-13385	1812329	1813132	-	G6935	TU0-13385
TU0-13386	1822302	1823285	+	EG10663	TU0-13386
TU0-13388	1833401	1839400	+	G6951 // G6950 // G6949 // G6948 // G6947 // G6946 // G6945	TU0-13388
TU0-13389	1839440	1840774	+	G6952	TU0-13389
TU0-13390	1844900	1844871	-	G6956	TU0-13390
TU0-13391	1848837	1850738	+	EG10968	TU0-13391
TU0-13392	1852621	1853979	-	EG12369	TU0-13392
TU0-13393	1854096	1854854	-	G6957	TU0-13393
TU0-13394	1854991	1861332	-	G6963 // G6962 // G6961 // G6960 // G6959 // G6958	TU0-13394
TU0-13395	1861702	1861974	-	G6964	TU0-13395
TU0-13398	1863850	1864734	+	G6966	TU0-13398
TU0-13399	1865724	1865636	-	G6967	TU0-13399
TU0-13400	1866506	1866472	-	G6968	TU0-13400
TU0-13401	1870385	1871860	+	G6971	TU0-13401
TU0-13402	1872041	1873531	+	G6972	TU0-13402
TU0-13403	1873574	1874077	+	G6973	TU0-13403
TU0-13404	1875657	1876854	+	G6977	TU0-13404
TU0-13405	1876909	1877256	+	G6978	TU0-13405
TU0-13406	1879007	1879255	-	G6981	TU0-13406
TU0-13407	1879994	1879948	-	G6983 // G6982	TU0-13407
TU0-13409	1880886	1881809	-	G6985	TU0-13409
TU0-1341	3059730	3060680	+	EG10490	TU0-1341
TU0-13410	1881912	1882997	+	G6986	TU0-13410
TU0-13411	1883188	1885789	+	G6988 // G6987	TU0-13411
TU0-13412	1885845	1886810	+	G6989	TU0-13412
TU0-13413	1889951	1891267	-	G6991 // G6990	TU0-13413
TU0-13414	1891325	1893235	-	G6992	TU0-13414
TU0-13415	1893367	1893711	+	G6993	TU0-13415
TU0-13416	1893966	1894432	+	G6994	TU0-13416
TU0-13417	1894805	1896748	+	EG12693 // EG10683	TU0-13417
TU0-13418	1898427	1900025	+	G6996	TU0-13418
TU0-13419	1904801	1905259	+	G6998	TU0-13419
TU0-1342	2060941	2060914	-	G7071	TU0-1342
TU0-13420	1905459	1906254	+	G6999	TU0-13420
TU0-13421	1906251	1907060	-	EG12207	TU0-13421
TU0-13422	1907617	1907591	-	G7000 // EG12204	TU0-13422
TU0-13423	1908261	1908548	-	G7001	TU0-13423
TU0-13425	1912768	1915534	-	EG12866 // EG10760	TU0-13425
TU0-13426	1915631	1916128	-	G7005	TU0-13426
TU0-13427	1916258	1920143	+	G7007 // G7006	TU0-13427
TU0-13428	1920223	1921662	+	G7008	TU0-13428
TU0-13429	1921780	1922016	+	G7009	TU0-13429
TU0-13430	1922121	1922312	+	G7010	TU0-13430
TU0-13431	1923207	1923207	-	G0-8883	TU0-13431
TU0-13432	1923365	1924969	-	G7014 // G7013 // G7012	TU0-13432
TU0-13433	1925108	1925338	+	EG11505	TU0-13433
TU0-13434	1925440	1926782	+	G7016 // G7015	TU0-13434
TU0-13435	1928865	1928839	-	EG11004	TU0-13435
TU0-13436	1929732	1929707	-	EG11806	TU0-13436
TU0-13437	1930034	1930390	-	EG11807	TU0-13437
TU0-13438	1930765	1930747	-	EG11808	TU0-13438
TU0-13439	1936652	1937521	+	EG12860	TU0-13439
TU0-13440	1937544	1939091	+	EG10803	TU0-13440
TU0-13441	1939222	1940193	-	EG10614	TU0-13441
TU0-13442	1950832	1952213	+	EG12379 // EG12378	TU0-13442
TU0-13443	1952266	1954413	+	G7021 // G7020 // G7019	TU0-13443
TU0-13444	1960001	1961843	+	EG10071	TU0-13444
TU0-13445	1961935	1962460	+	G7026	TU0-13445
TU0-13446	1979226	1979215	-	G7030 // G7029 // G0-10539	TU0-13446
TU0-13447	1987507	1987758	-	G0-10455	TU0-13447
TU0-13449	1988682	1989213	+	EG10921	TU0-13449
TU0-13450	1990954	1991619	-	EG11139	TU0-13450
TU0-13451	1992269	1992817	-	EG10706	TU0-13451
TU0-13452	1996110	1996832	-	EG10935	TU0-13452
TU0-13453	1999508	1999480	-	G7038 // G7037 // EG12347	TU0-13453
TU0-13455	2008277	2009712	+	EG11661 // EG11660	TU0-13455
TU0-13456	2009821	2010489	+	EG11662	TU0-13456
TU0-13457	2010600	2011079	+	G7040	TU0-13457
TU0-13458	2011223	2012351	-	G7043	TU0-13458
TU0-13460	2026323	2028017	-	G7049	TU0-13460
TU0-13461	2028188	2028370	-	G7050	TU0-13461
TU0-13462	2028449	2029366	-	EG12709	TU0-13462
TU0-13463	2032384	2033421	-	G7051 // EG12710	TU0-13463
TU0-13464	2034051	2035243	+	G7052	TU0-13464
TU0-13466	2035780	2036686	+	G7055	TU0-13466
TU0-13467	2036794	2038823	-	G7057 // G7056	TU0-13467
TU0-13468	2038840	2039369	+	G7058	TU0-13468
TU0-13469	2039478	2041118	+	G7060 // G7059	TU0-13469
TU0-13470	2042368	2042898	+	G7062	TU0-13470
TU0-13471	2043651	2044448	+	G7063	TU0-13471
TU0-13472	2044938	2052014	+	G7064	TU0-13472
TU0-13473	2052276	2053328	-	G7066	TU0-13473
TU0-13476	2056858	2057574	+	G7068	TU0-13476
TU0-13477	2058203	2059846	-	G7070	TU0-13477
TU0-13478	2062391	2063323	-	G7073	TU0-13478
TU0-13479	2066305	2067285	-	G7074	TU0-13479
TU0-13480	2068952	2070180	-	G7077 // G7076 // G0-10543	TU0-13480
TU0-13482	2070786	2071211	+	G7079	TU0-13482
TU0-13483	2074779	2078134	+	G7086 // G7085 // G7084 // G7083 // G7082 // G7081	TU0-13483
TU0-13484	2078575	2078931	+	G0-10456	TU0-13484
TU0-13485	2079032	2079361	-	G7087	TU0-13485
TU0-13486	2079533	2080591	-	EG11891	TU0-13486
TU0-13487	2081325	2081262	-	EG11892	TU0-13487
TU0-13488	2081381	2082547	-	EG11893	TU0-13488
TU0-13489	2085552	2085525	-	EG11895 // EG11894	TU0-13489
TU0-13490	2085704	2087062	-	EG11896	TU0-13490
TU0-13491	2087329	2088258	-	G7088	TU0-13491
TU0-13492	2088304	2089128	-	G7089	TU0-13492
TU0-13493	2089733	2089713	-	EG12844 // G0-9121	TU0-13493
TU0-13494	2097321	2098301	-	G7090	TU0-13494
TU0-13495	2098447	2099613	-	G7091	TU0-13495
TU0-13498	2114502	2118404	-	G7096 // G7095 // G7094	TU0-13498
TU0-13499	2118680	2132070	-	G7102 // G7101 // G7100 // G7099 // EG11787 // EG11788 // EG11789 // EG11790 // EG10161 // EG10162 // G7098 // G7097	TU0-13499
TU0-13500	2139759	2141612	-	EG11361	TU0-13500
TU0-13501	2151711	2153128	-	G7112 // G7111	TU0-13501
TU0-13502	2153311	2153454	+	G0-8884	TU0-13502
TU0-13503	2153646	2153781	+	G0-8885	TU0-13503
TU0-13504	2165189	2165521	+	G7117	TU0-13504
TU0-13505	2165668	2167029	+	G7118	TU0-13505
TU0-13506	2167114	2167200	+	G0-8878	TU0-13506
TU0-13507	2170236	2171398	+	G7126 // G7125 // G0-10528	TU0-13507
TU0-13509	2178781	2182061	+	G7132 // G7131 // G7130	TU0-13509
TU0-13510	2182035	2182781	-	G7133	TU0-13510
TU0-13511	2182833	2183651	-	G7134	TU0-13511
TU0-13512	2185451	2185301	-	M007 // G7135	TU0-13512
TU0-13513	2185903	2185796	-	G7137	TU0-13513
TU0-13514	2185827	2187298	+	G7139 // G7138	TU0-13514
TU0-13515	2186960	2187298	+	G7139	TU0-13515
TU0-13516	2187380	2192222	-	EG11990 // EG11989 // EG11988 // EG11987	TU0-13516
TU0-13517	2192515	2192796	-	EG11991	TU0-13517
TU0-13518	2194203	2194168	-	EG10611	TU0-13518
TU0-13519	2194269	2196366	+	EG10586	TU0-13519
TU0-13521	2197410	2203911	+	G8208 // EG11995	TU0-13521
TU0-13522	2203972	2204289	+	G0-10458	TU0-13522
TU0-13523	2204596	2210944	+	EG12003 // EG12002 // EG11999 // EG11998	TU0-13523
TU0-13524	2211225	2211686	+	EG12004	TU0-13524
TU0-13525	2211726	2212196	-	EG12005	TU0-13525
TU0-13526	2212243	2214644	-	EG12007 // EG12006	TU0-13526
TU0-13527	2214840	2215597	+	EG12008	TU0-13527
TU0-13528	2215657	2215764	+	G0-10459	TU0-13528
TU0-13529	2223938	2224870	-	EG12015	TU0-13529
TU0-13530	2225044	2225631	-	EG12016	TU0-13530
TU0-13531	2226509	2227270	-	EG12019	TU0-13531
TU0-13532	2227323	2228758	-	EG12020	TU0-13532
TU0-13534	2230395	2230385	-	EG12022	TU0-13534
TU0-13535	2230509	2231714	+	EG12024 // EG12023	TU0-13535
TU0-13537	2232878	2233839	+	G7144 // EG12025	TU0-13537
TU0-13538	2233989	2236500	+	EG11289 // G7145	TU0-13538
TU0-13539	2243848	2243652	-	EG11375 // EG11290	TU0-13539
TU0-13541	2248737	2249618	-	EG12105	TU0-13541
TU0-13542	2249717	2250766	+	EG12027	TU0-13542
TU0-13543	2252895	2254145	-	EG12029	TU0-13543
TU0-13545	2256085	2257335	-	EG12032	TU0-13545
TU0-13546	2257429	2259296	-	EG11646 // EG12033	TU0-13546
TU0-13547	2265417	2266022	+	EG12035	TU0-13547
TU0-13548	2266245	2267711	+	EG12036	TU0-13548
TU0-13549	2267829	2269567	+	G7146 // EG12104	TU0-13549
TU0-13550	2269920	2270545	+	G7147	TU0-13550
TU0-13551	2270726	2272282	+	G7148	TU0-13551
TU0-13552	2272364	2277889	+	EG12041 // EG12040 // EG12038 // EG12037	TU0-13552
TU0-13553	2278277	2278237	-	EG12042	TU0-13553
TU0-13554	2278570	2279760	-	EG11419	TU0-13554
TU0-13555	2279788	2280483	-	EG12044	TU0-13555
TU0-13556	2280622	2282392	+	EG12045	TU0-13556
TU0-13557	2282440	2282836	+	EG10885	TU0-13557
TU0-13558	2284129	2286136	+	EG12049 // EG12043	TU0-13558
TU0-13559	2305108	2306754	-	EG12069	TU0-13559
TU0-13560	2308641	2308615	-	EG12070	TU0-13560
TU0-13561	2310479	2311534	-	EG12073	TU0-13561
TU0-13562	2320043	2323251	+	EG11668 // EG11667	TU0-13562
TU0-13563	2327367	2336644	-	EG11142 // G7156 // G7155 // G7153 // G7152	TU0-13563
TU0-13564	2356904	2358001	+	G0-10561 // EG12323	TU0-13564
TU0-13565	2358042	2360152	-	G7159 // G7158	TU0-13565
TU0-13566	2360209	2362211	-	G7161 // G7160	TU0-13566
TU0-13567	2363655	2363633	-	G7162	TU0-13567
TU0-13568	2363733	2364275	-	G7163	TU0-13568
TU0-13569	2365910	2373278	+	G7171 // G0-10460 // G7170 // G7169 // G7168 // G7167 // G7166	TU0-13569
TU0-13570	2373272	2373538	-	G7172	TU0-13570
TU0-13571	2381053	2381027	-	G7173	TU0-13571
TU0-13572	2381082	2381543	-	G7174	TU0-13572
TU0-13573	2381582	2382525	+	G7175	TU0-13573
TU0-13574	2382713	2383924	+	G7176	TU0-13574
TU0-13575	2385860	2386831	+	G7178	TU0-13575
TU0-13576	2386934	2387437	+	G7179	TU0-13576
TU0-13577	2388635	2389057	+	G7181	TU0-13577
TU0-13578	2389116	2389964	+	G7182	TU0-13578
TU0-13579	2407408	2408778	+	G7184	TU0-13579
TU0-13580	2408831	2409461	+	G7185	TU0-13580
TU0-13581	2409520	2411352	-	G7186	TU0-13581
TU0-13582	2412594	2412594	-	G7188 // G7187	TU0-13582
TU0-13583	2412677	2413132	-	G7189	TU0-13583
TU0-13584	2417081	2418601	+	G7190	TU0-13584
TU0-13585	2418634	2419176	-	G7191	TU0-13585
TU0-13586	2419234	2419788	-	G7192	TU0-13586
TU0-13587	2419841	2420485	-	G7193	TU0-13587
TU0-13588	2420621	2421268	+	G7194	TU0-13588
TU0-13589	2421325	2422601	+	G7196 // G7195	TU0-13589
TU0-13590	2422649	2423539	-	G7197	TU0-13590
TU0-13591	2431022	2432942	-	EG10327 // EG10218	TU0-13591
TU0-13592	2438942	2440120	-	G7198	TU0-13592
TU0-13593	2443891	2448440	-	EG12449 // EG10075 // EG10580 // EG11144 // G7201 // G7200	TU0-13593
TU0-13594	2449228	2455001	-	G7209 // G7207 // G7206 // G7205 // G7204 // G7203	TU0-13594
TU0-13595	2455083	2455646	-	G7210	TU0-13595
TU0-13597	2460979	2460934	-	G7214	TU0-13597
TU0-13598	2463012	2464070	+	G7215	TU0-13598
TU0-13599	2465301	2466233	+	G7217	TU0-13599
TU0-13600	2466515	2467702	+	G7218	TU0-13600
TU0-13601	2467855	2470462	+	G7221 // G7220 // G7219	TU0-13601
TU0-13602	2470803	2471105	+	G7222	TU0-13602
TU0-13603	2471077	2473246	-	G7227 // G7226 // G7225 // G7224 // G7223	TU0-13603
TU0-13604	2473604	2474856	+	G7229 // G7228	TU0-13604
TU0-13605	2474984	2476178	+	G7232 // G7231 // G7230	TU0-13605
TU0-13606	2476094	2476234	+	G0-10461	TU0-13606
TU0-13607	2476310	2476510	+	G0-9621	TU0-13607
TU0-13608	2488023	2489168	-	G7234	TU0-13608
TU0-13609	2489242	2490186	-	G7235	TU0-13609
TU0-13610	2490256	2491950	-	G7236	TU0-13610
TU0-13611	2496194	2496629	-	G0-8906	TU0-13611
TU0-13612	2498399	2498295	-	G7242	TU0-13612
TU0-13613	2498671	2501987	+	G7245 // G7244 // G7243	TU0-13613
TU0-13614	2501990	2508242	-	G7250 // G7249 // G7248 // G7247 // G7246	TU0-13614
TU0-13615	2509630	2510886	+	G7251	TU0-13615
TU0-13616	2511001	2511327	+	G7252	TU0-13616
TU0-13617	2514331	2515443	+	G7255	TU0-13617
TU0-13618	2515643	2517832	-	EG11145	TU0-13618
TU0-13620	2530201	2530176	-	EG10534 // G0-10462	TU0-13620
TU0-13621	2530247	2531233	-	G7258	TU0-13621
TU0-13622	2531463	2532224	+	EG10003	TU0-13622
TU0-13623	2544664	2544623	-	EG12133	TU0-13623
TU0-13624	2545793	2545609	-	G7262	TU0-13624
TU0-13625	2545773	2549406	+	G7265 // G7264 // G7263	TU0-13625
TU0-13626	2551277	2552138	-	G7269 // G7268	TU0-13626
TU0-13627	2554130	2558679	-	EG50006 // EG50007 // G7271 // G7270 // EG12190	TU0-13627
TU0-13628	2558858	2560066	+	G7272	TU0-13628
TU0-13629	2560257	2560898	+	G7273	TU0-13629
TU0-13630	2561368	2561993	+	G7275 // G7274	TU0-13630
TU0-13632	2563592	2564372	+	G7279 // G7278	TU0-13632
TU0-13633	2564523	2565332	+	G7280	TU0-13633
TU0-13634	2565481	2568107	-	G7282 // G7281	TU0-13634
TU0-13635	2568324	2572050	-	G7286 // G7285 // G7284 // G7283	TU0-13635
TU0-13636	2572157	2575805	-	G7292 // G7291 // G7290 // G7289 // G7288 // G7287	TU0-13636
TU0-13637	2576098	2578377	-	G7293	TU0-13637
TU0-13638	2581734	2582777	-	G7295	TU0-13638
TU0-13639	2582903	2583478	-	EG12410	TU0-13639
TU0-13640	2583546	2585525	-	EG12409	TU0-13640
TU0-13641	2585577	2587431	+	EG11460	TU0-13641
TU0-13642	2591247	2592962	+	G0-10463 // EG10208 // EG11147	TU0-13642
TU0-13643	2593072	2593770	-	G7296	TU0-13643
TU0-13644	2593844	2596737	-	G7298 // G7297	TU0-13644
TU0-13646	2618075	2618776	-	G7313	TU0-13646
TU0-13647	2629252	2629481	+	G7315	TU0-13647
TU0-13648	2629792	2630865	+	G7317 // G7316	TU0-13648
TU0-13649	2635599	2635814	-	G7318	TU0-13649
TU0-13650	2643129	2644283	-	EG12401	TU0-13650
TU0-13651	2644433	2644864	-	EG10650	TU0-13651
TU0-13652	2652324	2652287	-	G7323 // G7322	TU0-13652
TU0-13654	2653855	2654158	+	G0-8879	TU0-13654
TU0-13655	2654157	2654933	-	EG11601	TU0-13655
TU0-13656	2655075	2656358	-	EG12310	TU0-13656
TU0-13657	2662583	2663323	-	G7327	TU0-13657
TU0-13658	2663442	2664245	+	EG10983	TU0-13658
TU0-13659	2664390	2665244	+	G7328	TU0-13659
TU0-13660	2666707	2667846	-	G7330	TU0-13660
TU0-13661	2673346	2673768	+	G7337	TU0-13661
TU0-13662	2673816	2675761	-	G7339 // G7338	TU0-13662
TU0-13663	2675827	2679367	-	G7342 // G7341 // G7340	TU0-13663
TU0-13664	2679464	2682745	-	G7343	TU0-13664
TU0-13666	2691340	2691340	-	G0-8910	TU0-13666
TU0-13667	2698638	2698550	-	EG11371 // EG11372	TU0-13667
TU0-13668	2698759	2699607	+	EG12308	TU0-13668
TU0-13669	2699663	2699923	+	G7346	TU0-13669
TU0-13671	2719223	2722613	+	G7350 // G7349	TU0-13671
TU0-13672	2722668	2724082	+	EG10781	TU0-13672
TU0-13673	2724128	2724451	+	EG12857	TU0-13673
TU0-13674	2724448	2725746	-	EG10522	TU0-13674
TU0-13675	2734303	2736011	-	EG12098 // EG12097	TU0-13675
TU0-13677	2737104	2737552	+	G0-17078 // EG11151	TU0-13677
