bnumber	rank	strand	begin	end
b3517	3455	-	3666179	3667580
b3518	3456	-	3667790	3669188
b3519	3457	+	3669591	3671241
b3520	3458	-	3671291	3671894
b3521	3459	+	3672413	3673313
b3522	3460	+	3673361	3674375
b3523	3461	+	3674785	3676108
b3524	3462	-	3676289	3678350
b3525	3463	-	3678419	3679187
b3526	3464	+	3679418	3680348
b3527	3465	-	3680443	3681940
b3528	3466	-	3682160	3683447
b3529	3467	-	3683629	3685618
b3530	3468	-	3685699	3689173
b3531	3469	-	3689154	3690261
b3532	3470	-	3690267	3692607
b3533	3471	-	3692617	3695236
b3535	3472	-	3695996	3696185
b3536	3473	+	3696457	3698029
b3537	3474	+	3698025	3698217
b3538	3475	+	3698213	3699893
b4453	3476	-	3699979	3700087
b3539	3477	+	3700562	3701834
b3540	3478	-	3701863	3702868
b3541	3479	-	3702864	3703848
b3542	3480	-	3703858	3704761
b3543	3481	-	3704770	3705790
b3544	3482	-	3706097	3707705
b3546	3483	-	3708783	3710475
b3547	3484	-	3710798	3712007
b3548	3485	-	3712235	3712934
b3549	3486	+	3713091	3713655
b3550	3487	+	3713651	3714092
b3551	3488	-	3714060	3716394
b3552	3489	+	3716546	3717206
b3553	3490	+	3717309	3718284
b3554	3491	-	3718333	3719044
b3555	3492	+	3719477	3719768
b3556	3493	+	3720048	3720261
b4793	3494	+	3720399	3720471
b4455	3495	-	3720447	3720600
b3557	3496	+	3720679	3721201
b3558	3497	+	3721197	3722049
b3559	3498	-	3722327	3724397
b3560	3499	-	3724406	3725318
b4553	3500	-	3725412	3725712
b3561	3501	+	3725886	3726882
b3562	3502	-	3726923	3727361
b3563	3503	-	3727406	3727748
b3564	3504	-	3727916	3729371
b3565	3505	-	3729442	3730765
b3566	3506	+	3731130	3732123
b3567	3507	+	3732200	3733742
b3568	3508	+	3733719	3734901
b3569	3509	+	3734978	3736157
b3570	3510	-	3736352	3737177
b4794	3511	-	3737176	3737203
b3571	3512	+	3737496	3739527
b3572	3513	+	3739704	3740958
b3573	3514	-	3741108	3741582
b3574	3515	-	3741683	3742532
b3575	3516	+	3742732	3743731
b3576	3517	+	3743742	3744210
b3577	3518	+	3744327	3744801
b3578	3519	+	3744803	3746081
b3579	3520	+	3746093	3747080
b3580	3521	+	3747083	3748580
b3581	3522	+	3748576	3749239
b3582	3523	+	3749231	3750092
b3583	3524	+	3750085	3750781
b3584	3525	-	3751127	3751868
b3585	3526	+	3751991	3752966
b3586	3527	-	3752962	3754099
b3587	3528	-	3754104	3754428
b3588	3529	-	3754972	3756511
b3589	3530	-	3756675	3757827
b3590	3531	-	3758016	3759861
b3591	3532	-	3759857	3761249
b3592	3533	-	3761346	3761955
b3593	3534	+	3762182	3766316
b3594	3535	+	3766336	3767179
b3596	3536	+	3768176	3768638
b4615	3537	+	3769344	3769680
b3597	3538	-	3770242	3771379
b3598	3539	-	3771381	3771744
b3599	3540	+	3772280	3774194
b3600	3541	+	3774423	3775572
b3601	3542	+	3775571	3776159
b4554	3543	-	3776170	3776380
b3602	3544	+	3776664	3777027
b3603	3545	+	3777398	3779054
b3604	3546	+	3779053	3779830
b3605	3547	+	3779826	3781017
b3606	3548	+	3781214	3781688
b3607	3549	-	3781740	3782562
b3608	3550	-	3782641	3783661
b3609	3551	-	3783660	3784128
b3610	3552	-	3784190	3784442
b3611	3553	-	3784583	3785015
b3612	3554	+	3785259	3786804
b3613	3555	+	3786837	3788097
b3614	3556	+	3788100	3789060
b3615	3557	-	3789046	3790081
b3616	3558	-	3790319	3791345
b3617	3559	-	3791354	3792551
b3618	3560	-	3792825	3793683
b3619	3561	+	3793986	3794919
b3620	3562	+	3794928	3795975
b3621	3563	+	3795978	3796938
b3622	3564	+	3796947	3798207
b4795	3565	-	3797771	3798014
b4795	3566	-	3797771	3797846
b4796	3567	-	3798038	3798149
b3623	3568	-	3798238	3799312
b3624	3569	-	3799344	3800196
b3625	3570	-	3800266	3800965
b3626	3571	-	3800982	3801999
b3627	3572	-	3802038	3803058
b3628	3573	-	3803057	3804137
b3629	3574	-	3804180	3805116
b3630	3575	-	3805152	3805950
b3631	3576	-	3805942	3807067
b3632	3577	-	3807063	3808098
b3633	3578	+	3808539	3809817
b3634	3579	+	3809824	3810304
b3635	3580	-	3810342	3811152
b3636	3581	-	3811249	3811417
b3637	3582	-	3811437	3811674
b3638	3583	-	3811890	3812559
b3639	3584	+	3812730	3813951
b3640	3585	+	3813928	3814387
b3641	3586	+	3814493	3815090
b3642	3587	-	3815126	3815768
b3643	3588	-	3815862	3816549
b3644	3589	+	3816675	3817539
b3645	3590	+	3817759	3818584
b3646	3591	+	3818873	3819491
b3647	3592	-	3819487	3821170
b3648	3593	+	3821427	3822051
b3649	3594	+	3822105	3822381
b3650	3595	+	3822399	3824508
b3651	3596	+	3824514	3825204
b3652	3597	+	3825209	3827291
b3653	3598	-	3827459	3828665
b3654	3599	+	3828944	3830336
b3655	3600	+	3830456	3832166
b3656	3601	-	3832218	3834537
b3657	3602	-	3834546	3835929
b3659	3603	+	3836952	3838137
b3660	3604	+	3838247	3839171
b4797	3605	-	3838641	3838701
b3661	3606	-	3839174	3839993
b4555	3607	+	3840214	3840508
b3662	3608	-	3840548	3841739
b3663	3609	-	3841949	3842402
b3664	3610	-	3842454	3843789
b3665	3611	+	3843963	3845730
b3666	3612	-	3845775	3847167
b3667	3613	-	3847304	3848624
b3668	3614	-	3848633	3850136
b3669	3615	-	3850135	3850726
b3670	3616	-	3850801	3851092
b3671	3617	-	3851095	3852784
b3672	3618	-	3852889	3852988
b4618	3619	+	3853552	3853642
b4798	3620	-	3853765	3853840
b3673	3621	+	3853921	3855106
b3674	3622	-	3855113	3855611
b3675	3623	-	3855607	3855970
b3676	3624	-	3855959	3856307
b3677	3625	+	3856414	3856864
b3678	3626	-	3856910	3858404
b3679	3627	-	3858400	3860116
b3680	3628	+	3860282	3861176
b3682	3629	-	3861986	3862472
b3683	3630	-	3862496	3863603
b3684	3631	+	3863898	3864615
b3685	3632	-	3864611	3866273
b3686	3633	-	3866468	3866897
b3687	3634	-	3867008	3867422
b3688	3635	+	3867727	3868060
b3689	3636	-	3868061	3869309
b3690	3637	+	3869376	3870441
b3691	3638	-	3870437	3871730
b4478	3639	-	3871849	3872998
b4477	3640	-	3872994	3873612
b3693	3641	-	3873595	3874474
b4479	3642	-	3874470	3875160
b3696	3643	+	3875437	3876094
b3697	3644	-	3876139	3876952
b3698	3645	-	3877066	3877465
b3699	3646	-	3877704	3880119
b3700	3647	-	3880147	3881221
b3701	3648	-	3881220	3882321
b3702	3649	-	3882325	3883729
b4757	3650	+	3884025	3884106
b3703	3651	+	3884335	3884476
b3704	3652	+	3884492	3884852
b4557	3653	+	3884815	3885073
b3705	3654	+	3885075	3886722
b3706	3655	+	3886827	3888192
b3707	3656	+	3888434	3888509
b3708	3657	+	3888729	3890145
b3709	3658	+	3890235	3891483
b3710	3659	+	3891614	3892790
b3711	3660	+	3892764	3893724
b3712	3661	+	3893880	3894630
b3713	3662	+	3894651	3895218
b3714	3663	-	3895271	3896609
b3715	3664	+	3896773	3897439
b3716	3665	+	3897505	3897973
b3717	3666	+	3898021	3898609
b3718	3667	-	3898670	3899393
b3719	3668	-	3899407	3900577
b3720	3669	-	3900603	3902220
b3721	3670	-	3902288	3903701
b3722	3671	-	3903719	3905597
b3723	3672	-	3905730	3906567
b3724	3673	-	3906852	3907578
b3725	3674	-	3907592	3908366
b3726	3675	-	3908548	3909439
b3727	3676	-	3909438	3910398
b3728	3677	-	3910484	3911525
b3729	3678	-	3911838	3913668
b3730	3679	-	3913829	3915200
b3731	3680	-	3915552	3915972
b3732	3681	-	3915992	3917375
b3733	3682	-	3917401	3918265
b3734	3683	-	3918315	3919857
b3735	3684	-	3919869	3920403
b3736	3685	-	3920417	3920888
b3737	3686	-	3920949	3921189
b3738	3687	-	3921235	3922051
b3739	3688	-	3922059	3922440
b3740	3689	-	3923056	3923680
b3741	3690	-	3923743	3925633
b3742	3691	-	3926011	3926455
b3743	3692	-	3926544	3927003
b3744	3693	+	3927154	3928147
b3745	3694	-	3928151	3929603
b3746	3695	-	3929596	3931093
b3747	3696	+	3931315	3933184
b3748	3697	+	3933350	3933770
b3749	3698	+	3933777	3935283
b3750	3699	+	3935287	3936253
b3751	3700	+	3936277	3937168
b3752	3701	+	3937293	3938223
b3753	3702	+	3938226	3939219
b3754	3703	-	3939184	3940612
b3755	3704	-	3940634	3941327
b4480	3705	-	3947127	3947967
b3764	3706	+	3948085	3948424
b3765	3707	-	3948448	3949969
b3766	3708	+	3950321	3950420
b4669	3709	+	3950506	3950557
b3769	3710	+	3952200	3952464
b3770	3711	+	3952483	3953413
b3771	3712	+	3953477	3955328
b3772	3713	+	3955330	3956875
b3773	3714	-	3956926	3957820
b3774	3715	+	3957969	3959445
b3775	3716	-	3959531	3959813
b3778	3717	+	3960676	3962698
b3779	3718	-	3962744	3964229
b3780	3719	-	3964364	3965630
b3781	3720	+	3965760	3966090
b3782	3721	+	3966230	3966332
b3783	3722	+	3966416	3967676
b3784	3723	+	3967915	3969019
b3785	3724	+	3969030	3970077
b3786	3725	+	3970132	3971263
b3787	3726	+	3971259	3972522
b3788	3727	+	3972521	3973589
b3789	3728	+	3973607	3974489
b3790	3729	+	3974466	3975141
b3791	3730	+	3975145	3976276
b3792	3731	+	3976277	3977528
b4481	3732	+	3977524	3978604
b3793	3733	+	3978600	3979953
b3794	3734	+	3979955	3980696
b3795	3735	+	3980886	3982272
b3800	3736	+	3982957	3984193
b3801	3737	-	3984351	3986007
b3802	3738	-	3986685	3987882
b3803	3739	-	3987884	3989066
b3804	3740	-	3989087	3989828
b3805	3741	-	3989824	3990766
b3806	3742	+	3991152	3993699
b3807	3743	-	3993738	3994059
b3808	3744	+	3993849	3994335
b4558	3745	+	3994521	3994725
b3809	3746	+	3994761	3995586
b3810	3747	+	3995582	3996290
b3811	3748	+	3996286	3997183
b3812	3749	+	3997182	3997899
b3813	3750	+	3997982	4000145
b4482	3751	-	4000291	4001056
b4799	3752	+	4001217	4001274
b3816	3753	+	4001425	4002376
b3817	3754	-	4002418	4002799
b3818	3755	-	4002812	4003193
b3819	3756	-	4003287	4004178
b3820	3757	-	4004229	4004697
b3821	3758	+	4004861	4005731
b3822	3759	+	4005863	4007693
b3823	3760	+	4007756	4008377
b3824	3761	-	4008438	4009059
b3825	3762	+	4009169	4010192
b3826	3763	+	4010199	4011000
b3827	3764	+	4011075	4011975
b3828	3765	-	4011862	4012816
b3829	3766	+	4013052	4015314
b3830	3767	-	4015353	4016169
b3831	3768	+	4016430	4017192
b3832	3769	+	4017332	4018760
b3833	3770	+	4018854	4019610
b3834	3771	+	4019623	4020229
b3835	3772	+	4020225	4021866
b3836	3773	+	4021944	4022214
b3838	3774	+	4022217	4022733
b3839	3775	+	4022735	4023512
b4483	3776	+	4023553	4024336
b3842	3777	-	4024332	4024821
b3843	3778	+	4024987	4026481
b3844	3779	+	4026526	4027228
b3845	3780	-	4027608	4028772
b3846	3781	-	4028781	4030971
b3847	3782	+	4031160	4032492
b3848	3783	+	4032491	4033106
b3849	3784	+	4033144	4034596
b3850	3785	+	4034607	4035153
b3856	3786	-	4040905	4041433
b3857	3787	-	4041414	4041999
b3858	3788	+	4042068	4042338
b3859	3789	+	4042414	4043401
b3860	3790	+	4043417	4044044
b3861	3791	+	4044198	4045629
b3862	3792	-	4045669	4046602
b3863	3793	+	4046965	4049752
b3865	3794	-	4050132	4050765
b3866	3795	+	4051346	4051856
b3867	3796	+	4052044	4053418
b4686	3797	-	4053646	4053757
b3868	3798	-	4053868	4055278
b3869	3799	-	4055289	4056339
b3870	3800	-	4056624	4058034
b3871	3801	+	4058406	4060230
b3872	3802	+	4060446	4061157
b3873	3803	+	4061164	4062145
b3874	3804	+	4062246	4063512
b3875	3805	-	4063602	4064295
b3876	3806	-	4064362	4065766
b3877	3807	-	4065808	4067194
b3878	3808	-	4067239	4069276
b3879	3809	-	4069474	4070401
b3880	3810	-	4070514	4071756
b3881	3811	-	4071772	4072651
b3882	3812	-	4072674	4073571
b3883	3813	+	4073738	4074635
b3884	3814	+	4074668	4075454
b3885	3815	+	4075552	4076152
b3886	3816	+	4076145	4077018
b3887	3817	+	4077014	4077452
b3888	3818	+	4077448	4078438
b3889	3819	+	4079290	4079509
b3890	3820	+	4079750	4079969
b3891	3821	-	4080298	4081228
b3892	3822	-	4081224	4081860
b3893	3823	-	4081856	4082759
b3894	3824	-	4082771	4085822
b3895	3825	+	4086015	4086849
b3896	3826	+	4087001	4088057
b3897	3827	-	4088106	4089855
b3898	3828	-	4089854	4090925
b3899	3829	-	4090914	4092366
b3900	3830	-	4092376	4092823
b3901	3831	-	4093123	4093438
b3902	3832	-	4093447	4094272
b3903	3833	-	4094722	4095982
b3904	3834	-	4095978	4097448
b3905	3835	+	4097735	4098572
b3906	3836	+	4098645	4099494
b3907	3837	-	4099490	4100525
b3908	3838	+	4100809	4101430
b3909	3839	+	4101689	4102673
b3910	3840	+	4102821	4103496
b3911	3841	-	4103601	4104975
b3912	3842	-	4104971	4105670
b4484	3843	+	4105819	4106320
b3915	3844	+	4106468	4107371
b3916	3845	+	4107551	4108514
b3917	3846	+	4108833	4109823
b3918	3847	+	4109929	4110685
b3919	3848	-	4110739	4111507
b3920	3849	-	4111614	4112214
b3921	3850	+	4112314	4112755
b3922	3851	+	4112966	4113266
b3923	3852	+	4113292	4113721
b3924	3853	-	4113725	4114472
b3925	3854	-	4114568	4115579
b3926	3855	-	4115713	4117222
b3927	3856	-	4117244	4118090
b3928	3857	+	4118514	4118760
b3929	3858	-	4118844	4119330
b3930	3859	-	4119422	4120349
b3931	3860	-	4120415	4121747
b3932	3861	-	4121756	4122287
b3933	3862	-	4122379	4123339
b3934	3863	-	4123430	4124456
b3935	3864	-	4124611	4126810
b3936	3865	+	4127012	4127225
b3937	3866	-	4127285	4127894
b3938	3867	-	4128077	4128395
b3939	3868	+	4128671	4129832
b3940	3869	+	4129834	4132267
b3941	3870	+	4132615	4133506
b3942	3871	+	4133834	4136015
b3943	3872	+	4136107	4137013
b3944	3873	-	4137039	4137657
b3945	3874	-	4137931	4139035
b3946	3875	-	4139045	4139708
b3947	3876	-	4139719	4142221
b3949	3877	+	4142529	4143609
b3950	3878	+	4143623	4143944
b3951	3879	+	4143994	4146292
b3952	3880	+	4146257	4147136
b3953	3881	+	4147137	4147479
b3954	3882	-	4147465	4148317
b3955	3883	-	4148531	4150265
b3956	3884	-	4150446	4153098
b3957	3885	-	4153695	4154847
b3958	3886	+	4155000	4156005
b3959	3887	+	4156012	4156789
b3960	3888	+	4156849	4158223
b3961	3889	+	4158489	4159407
b3962	3890	-	4159389	4160790
b3963	3891	+	4161066	4161771
b3964	3892	+	4161770	4162130
b3965	3893	-	4162169	4163270
b3966	3894	+	4163638	4165483
b3967	3895	+	4165427	4166285
b3972	3896	+	4172056	4173085
b3973	3897	+	4173081	4174047
b3974	3898	-	4174075	4175026
b3980	3899	+	4175943	4177128
b3981	3900	+	4177357	4177741
b3982	3901	+	4177742	4178288
b3983	3902	+	4178446	4178875
b3984	3903	+	4178878	4179583
b3985	3904	+	4179995	4180493
b3986	3905	+	4180559	4180925
b3987	3906	+	4181244	4185273
b3988	3907	+	4185349	4189573
b3989	3908	+	4189785	4190325
b3990	3909	-	4190734	4191868
b3991	3910	-	4191864	4192635
b4407	3911	-	4192636	4192837
b3992	3912	-	4192820	4193576
b3993	3913	-	4193568	4194204
b3994	3914	-	4194203	4196099
b3995	3915	-	4196331	4196808
b3996	3916	+	4196902	4197676
b3997	3917	+	4197715	4198780
b3998	3918	+	4198789	4199461
b3999	3919	+	4199503	4200094
b4000	3920	+	4200280	4200553
b4001	3921	+	4200565	4201261
b4002	3922	-	4201262	4201688
b4003	3923	+	4201925	4203323
b4004	3924	+	4203319	4204645
b4005	3925	-	4204641	4205931
b4006	3926	-	4205942	4207532
b4011	3927	+	4213233	4213617
b4012	3928	-	4213679	4214123
b4013	3929	+	4214279	4215209
b4014	3930	+	4215477	4217079
b4015	3931	+	4217108	4218413
b4016	3932	+	4218595	4220332
b4017	3933	-	4220300	4222487
b4018	3934	-	4222803	4223628
b4019	3935	+	4223827	4227511
b4020	3936	+	4227730	4229362
b4021	3937	-	4229452	4230142
b4022	3938	+	4230353	4231226
b4023	3939	-	4231358	4231631
b4024	3940	-	4231883	4233233
b4025	3941	+	4233757	4235407
b4026	3942	+	4235905	4236148
b4027	3943	+	4236261	4236900
b4028	3944	+	4236896	4237634
b4029	3945	+	4237633	4239730
b4620	3946	-	4239776	4240055
b4030	3947	+	4240324	4240735
b4031	3948	-	4240778	4242254
b4032	3949	-	4242625	4243516
b4033	3950	-	4243530	4245075
b4034	3951	-	4245228	4246419
b4035	3952	+	4246783	4247899
b4036	3953	+	4247970	4249311
b4037	3954	+	4249553	4250474
b4039	3955	+	4252505	4253003
b4040	3956	+	4253015	4253888
b4041	3957	-	4254042	4256466
b4042	3958	+	4256636	4257005
b4043	3959	+	4257114	4257723
b4044	3960	+	4257741	4259121
b4045	3961	+	4259236	4259446
b4046	3962	-	4259487	4260003
b4047	3963	+	4260320	4260575
b4048	3964	+	4260598	4261306
b4049	3965	+	4261668	4262706
b4050	3966	+	4262839	4263082
b4051	3967	-	4263247	4264231
b4052	3968	+	4264313	4265729
b4053	3969	+	4265781	4266861
b4054	3970	+	4267113	4268307
b4621	3971	-	4268808	4269012
b4055	3972	+	4269413	4270127
b4056	3973	+	4270237	4270654
b4057	3974	+	4270657	4271014
b4058	3975	-	4271048	4273871
b4059	3976	+	4274124	4274661
b4060	3977	-	4274759	4275041
b4061	3978	+	4275470	4277057
b4062	3979	-	4277059	4277383
b4063	3980	+	4277468	4277933
b4064	3981	+	4278478	4279828
b4065	3982	+	4279979	4281629
b4066	3983	-	4281782	4283075
b4067	3984	-	4283252	4284902
b4068	3985	-	4284898	4285213
b4069	3986	-	4285412	4287371
b4821	3987	+	4287610	4287667
b4070	3988	+	4287763	4289200
b4071	3989	+	4289244	4289811
b4072	3990	+	4289807	4290479
b4073	3991	+	4290475	4291432
b4074	3992	+	4291511	4293170
b4075	3993	+	4293162	4293546
b4076	3994	+	4293542	4294139
b4077	3995	+	4294480	4295794
b4078	3996	-	4296435	4297125
b4079	3997	-	4297218	4299366
b4080	3998	-	4299563	4301030
b4081	3999	-	4301026	4303078
b4082	4000	-	4303077	4304109
b4622	4001	-	4304127	4304403
b4083	4002	-	4304611	4306597
b4084	4003	-	4306869	4307799
b4085	4004	-	4307782	4308478
b4086	4005	-	4308488	4309469
b4087	4006	-	4309447	4310980
b4088	4007	-	4311106	4312042
b4089	4008	-	4312100	4312991
b4090	4009	+	4313349	4313799
b4487	4010	+	4313867	4314197
b4092	4011	-	4314343	4315102
b4093	4012	-	4315103	4315538
b4094	4013	-	4315524	4316082
b4095	4014	-	4316081	4317218
b4096	4015	-	4317214	4317895
b4097	4016	-	4318005	4318764
b4098	4017	-	4318760	4319606
b4099	4018	-	4319598	4320663
b4100	4019	-	4320662	4321247
b4101	4020	-	4321243	4321696
b4102	4021	-	4321696	4322422
b4105	4022	-	4323335	4324352
b4106	4023	-	4324376	4325165
b4107	4024	-	4325297	4325741
b4108	4025	-	4326398	4326734
b4109	4026	+	4327134	4329363
b4110	4027	+	4329359	4330238
b4111	4028	+	4330501	4332004
b4703	4029	+	4332115	4332205
b4112	4030	-	4332180	4333272
b4113	4031	-	4333281	4333950
b4114	4032	-	4333946	4335590
b4115	4033	-	4335693	4337031
b4116	4034	-	4337167	4337929
b4117	4035	-	4338253	4340521
b4118	4036	-	4340719	4341628
b4119	4037	+	4341910	4343266
b4120	4038	+	4343368	4344790
b4121	4039	-	4344928	4345558
b4122	4040	-	4345679	4347326
b4123	4041	-	4347403	4348744
b4124	4042	-	4349314	4350034
b4125	4043	-	4350030	4351662
b4126	4044	+	4351842	4352073
b4127	4045	+	4352084	4352357
b4128	4046	+	4352583	4352880
b4559	4047	+	4352907	4353081
b4129	4048	-	4353199	4354717
b4130	4049	-	4354953	4356411
b4131	4050	-	4356469	4358617
b4132	4051	-	4358696	4360031
b4133	4052	-	4360395	4361934
b4135	4053	-	4362732	4363308
b4136	4054	-	4363344	4365042
b4137	4055	-	4365017	4365356
b4138	4056	-	4365471	4366773
b4139	4057	-	4366890	4368327
b4140	4058	+	4368663	4369140
b4141	4059	-	4369155	4370412
b4142	4060	+	4370687	4370981
b4143	4061	+	4371024	4372671
b4144	4062	+	4372808	4373162
b4145	4063	-	4373364	4374234
b4146	4064	-	4374628	4375657
b4147	4065	+	4375698	4376265
b4410	4066	+	4376316	4376442
b4411	4067	+	4376552	4376699
b4148	4068	+	4376874	4377192
b4149	4069	-	4377188	4377722
b4150	4070	-	4377810	4378944
b4151	4071	-	4379006	4379366
b4152	4072	-	4379376	4379772
b4153	4073	-	4379782	4380517
b4154	4074	-	4380509	4382318
b4155	4075	+	4382642	4383620
b4156	4076	+	4383838	4385341
b4157	4077	+	4385392	4385707
b4158	4078	+	4385703	4386018
b4159	4079	-	4386046	4389370
b4160	4080	-	4389391	4390360
b4161	4081	-	4390456	4391509
b4162	4082	+	4391603	4392149
b4670	4083	+	4392891	4392945
b4166	4084	-	4392927	4394067
b4167	4085	+	4394065	4395613
b4168	4086	+	4395584	4396046
b4169	4087	+	4396064	4397402
b4170	4088	+	4397411	4399259
b4171	4089	+	4399251	4400202
b4172	4090	+	4400287	4400596
b4173	4091	+	4400671	4401952
b4174	4092	+	4402037	4403297
b4175	4093	+	4403299	4404304
b4176	4094	+	4404385	4404583
b4177	4095	+	4404686	4405985
b4178	4096	+	4406189	4406615
b4179	4097	+	4406653	4409095
b4180	4098	+	4409274	4410006
b4181	4099	+	4410132	4410534
b4182	4100	+	4410552	4411251
b4183	4101	+	4411301	4411961
b4184	4102	+	4411978	4412377
b4185	4103	+	4412386	4413025
b4186	4104	+	4413027	4414191
b4187	4105	+	4414274	4415900
b4188	4106	-	4416016	4416292
b4189	4107	-	4416440	4416770
b4190	4108	+	4416951	4417701
b4191	4109	-	4417697	4418453
b4192	4110	-	4418560	4419625
b4193	4111	+	4419979	4421377
b4194	4112	+	4421392	4421698
b4195	4113	+	4421707	4422172
b4196	4114	+	4422185	4422836
b4197	4115	+	4422845	4423700
b4198	4116	+	4423699	4424386
b4199	4117	-	4424515	4424791
b4200	4118	+	4425117	4425513
b4201	4119	+	4425519	4425834
b4202	4120	+	4425838	4426066
b4203	4121	+	4426107	4426557
b4204	4122	-	4426627	4427422
b4206	4123	-	4428078	4428717
b4207	4124	+	4428934	4429555
b4208	4125	+	4429863	4431276
b4209	4126	-	4431320	4431983
b4210	4127	-	4432090	4433056
b4211	4128	-	4433163	4434024
b4212	4129	+	4434112	4434493
b4213	4130	-	4434621	4436565
b4214	4131	+	4436754	4437495
b4215	4132	+	4437706	4438645
b4216	4133	-	4438707	4439262
b4217	4134	+	4439586	4439793
b4218	4135	-	4439871	4441215
b4219	4136	-	4441537	4442176
b4220	4137	+	4442381	4444115
b4221	4138	+	4444111	4447891
b4222	4139	+	4447893	4448235
b4224	4140	+	4448446	4448698
b4225	4141	+	4448691	4449042
b4226	4142	-	4449121	4449652
b4227	4143	+	4449961	4450918
b4485	4144	+	4451057	4452560
b4230	4145	+	4452570	4453596
b4231	4146	+	4453582	4454578
b4232	4147	-	4454610	4455609
b4233	4148	+	4455784	4457158
b4234	4149	-	4457313	4457865
b4235	4150	+	4457958	4459311
b4237	4151	-	4459899	4460364
b4238	4152	-	4460521	4462660
b4239	4153	-	4463053	4464709
b4240	4154	-	4464758	4466180
b4241	4155	-	4466298	4467246
b4702	4156	+	4467430	4467484
b4242	4157	+	4467624	4470321
b4243	4158	-	4470526	4470913
b4244	4159	-	4470985	4471447
b4245	4160	-	4471459	4472395
b4246	4161	-	4472398	4472533
b4248	4162	-	4472813	4473209
b4249	4163	-	4473339	4474053
b4251	4164	+	4474123	4474717
b4252	4165	+	4474861	4475314
b4253	4166	+	4475436	4477251
b4254	4167	-	4477306	4478311
b4255	4168	+	4478472	4478889
b4256	4169	-	4479033	4479537
b4257	4170	+	4479729	4480926
b4258	4171	-	4480981	4483837
b4259	4172	-	4483836	4484280
b4260	4173	-	4484439	4485951
b4822	4174	+	4486042	4486099
b4800	4175	+	4486104	4486155
b4261	4176	+	4486217	4487318
b4262	4177	+	4487317	4488400
b4263	4178	-	4488560	4490063
b4264	4179	-	4490140	4491139
b4265	4180	-	4491205	4492525
b4266	4181	-	4492586	4493351
b4267	4182	-	4493374	4494406
b4268	4183	+	4494622	4495186
b4269	4184	-	4495189	4496209
b4272	4185	+	4498271	4498637
b4273	4186	+	4498594	4499500
b4277	4187	+	4501259	4501589
b4278	4188	-	4502102	4503431
b4279	4189	+	4504057	4505275
b4280	4190	+	4505286	4506405
b4655	4191	+	4506447	4506573
b4623	4192	+	4507196	4507451
b4284	4193	-	4507465	4508617
b4287	4194	-	4510689	4511457
b4288	4195	-	4511457	4512414
b4289	4196	-	4512410	4513409
b4290	4197	-	4513405	4514308
b4291	4198	-	4514352	4516677
b4292	4199	-	4516763	4517717
b4293	4200	-	4517713	4518235
b4801	4201	+	4518371	4518440
b4294	4202	+	4518526	4518802
b4295	4203	-	4519337	4520324
b4296	4204	-	4520670	4522020
b4297	4205	-	4522126	4524094
b4298	4206	-	4524104	4525010
b4299	4207	-	4525014	4525803
b4300	4208	-	4526105	4526888
b4301	4209	-	4526904	4527537
b4302	4210	-	4527548	4527980
b4303	4211	-	4528110	4528917
b4304	4212	-	4528929	4530243
b4565	4213	-	4530254	4530533
b4305	4214	-	4530529	4531651
b4306	4215	-	4532436	4533183
b4307	4216	-	4533238	4533784
b4566	4217	-	4533795	4534053
b4802	4218	+	4536596	4536695
b4309	4219	-	4536613	4537594
b4310	4220	-	4537658	4538765
b4311	4221	-	4538784	4539501
b4312	4222	+	4540956	4541559
b4313	4223	+	4542036	4542633
b4314	4224	+	4543114	4543663
b4315	4225	+	4543727	4544267
b4316	4226	+	4544303	4545029
b4317	4227	+	4545095	4547732
b4318	4228	+	4547741	4548272
b4319	4229	+	4548284	4548788
b4320	4230	+	4548807	4549710
b4321	4231	-	4549952	4551296
b4322	4232	+	4551635	4552820
b4323	4233	+	4552900	4554361
b4324	4234	+	4554575	4555349
b4325	4235	-	4555489	4556320
b4720	4236	+	4556573	4556675
b4721	4237	+	4556653	4556797
b4722	4238	+	4556912	4556996
b4326	4239	+	4556992	4557385
b4327	4240	-	4557377	4558289
b4328	4241	-	4558353	4559526
b4329	4242	-	4559538	4560000
b4330	4243	-	4559996	4560680
b4331	4244	+	4560929	4561484
b4332	4245	-	4561496	4562675
b4333	4246	-	4562742	4563603
b4715	4247	-	4563667	4563925
b4334	4248	-	4563921	4564689
b4335	4249	-	4564698	4565850
b4336	4250	-	4565965	4567246
b4337	4251	-	4567286	4568519
b4823	4252	-	4568691	4568727
b4340	4253	-	4570161	4571574
b4341	4254	+	4571750	4571915
b4342	4255	+	4572413	4573931
b4345	4256	-	4576911	4577958
b4346	4257	-	4577957	4579337
b4346	4258	-	4577957	4578854
b4347	4259	-	4579498	4579840
b4348	4260	-	4580067	4581462
b4349	4261	-	4581458	4583048
b4350	4262	-	4583248	4586761
b4351	4263	+	4586948	4587863
b4352	4264	-	4587908	4588865
b4353	4265	-	4588875	4589079
b4354	4266	-	4589128	4591279
b4355	4267	+	4591656	4593312
b4356	4268	-	4593360	4594722
b4357	4269	-	4594936	4595851
b4358	4270	+	4595989	4597012
b4359	4271	-	4597149	4599441
b4360	4272	-	4599694	4600189
b4361	4273	-	4600237	4600975
b4362	4274	-	4600977	4601517
b4363	4275	-	4601623	4602097
b4364	4276	-	4602087	4602858
