Entry	Gene Names (ordered locus)	Entry Name	Gene Ontology IDs	InterPro	Keywords
P04805	b2400 JW2395	SYE_ECOLI	GO:0000049; GO:0004818; GO:0005524; GO:0005829; GO:0006424; GO:0008270	IPR045462;IPR020751;IPR001412;IPR008925;IPR004527;IPR000924;IPR020058;IPR033910;IPR014729;	Aminoacyl-tRNA synthetase;ATP-binding;Cytoplasm;Direct protein sequencing;Ligase;Metal-binding;Nucleotide-binding;Phosphoprotein;Protein biosynthesis;Reference proteome;Zinc
P04825	b0932 JW0915	AMPN_ECOLI	GO:0004177; GO:0005886; GO:0006508; GO:0008237; GO:0008270; GO:0042802	IPR045357;IPR042097;IPR038438;IPR001930;IPR014782;IPR012779;IPR024601;IPR037144;IPR035414;IPR027268;	3D-structure;Aminopeptidase;Cell inner membrane;Cell membrane;Direct protein sequencing;Hydrolase;Membrane;Metal-binding;Metalloprotease;Protease;Reference proteome;Zinc
P04968	b3772 JW3745	ILVA_ECOLI	GO:0003941; GO:0004794; GO:0006565; GO:0006566; GO:0006567; GO:0009082; GO:0009097; GO:0016597; GO:0030170	IPR045865;IPR001926;IPR000634;IPR001721;IPR038110;IPR005787;IPR036052;	3D-structure;Allosteric enzyme;Amino-acid biosynthesis;Branched-chain amino acid biosynthesis;Isoleucine biosynthesis;Lyase;Pyridoxal phosphate;Reference proteome;Repeat
P04982	b3748 JW5857	RBSD_ECOLI	GO:0005829; GO:0016866; GO:0016872; GO:0019303; GO:0042802; GO:0048029; GO:0062193	IPR023064;IPR023750;IPR007721;	Carbohydrate metabolism;Cytoplasm;Direct protein sequencing;Isomerase;Reference proteome
P04983	b3749 JW3728	RBSA_ECOLI	GO:0005524; GO:0015407; GO:0015591; GO:0015611; GO:0015752; GO:0016020; GO:0043190; GO:0055052	IPR003593;IPR003439;IPR017871;IPR027417;	ATP-binding;Cell inner membrane;Cell membrane;Direct protein sequencing;Membrane;Nucleotide-binding;Reference proteome;Repeat;Sugar transport;Translocase;Transport
P04993	b2819 JW2787	RECD_ECOLI	GO:0000724; GO:0000725; GO:0003677; GO:0004386; GO:0005524; GO:0006310; GO:0006974; GO:0008854; GO:0009338; GO:0017116; GO:0043139	IPR003593;IPR027417;IPR006344;IPR041851;IPR027785;	3D-structure;ATP-binding;Direct protein sequencing;DNA damage;DNA repair;DNA-binding;Exonuclease;Helicase;Hydrolase;Nuclease;Nucleotide-binding;Reference proteome
P04994	b2509 JW2493	EX7L_ECOLI	GO:0000738; GO:0003676; GO:0005737; GO:0006298; GO:0008855; GO:0009318	IPR003753;IPR020579;IPR025824;	Cytoplasm;Direct protein sequencing;DNA-binding;Exonuclease;Hydrolase;Nuclease;Reference proteome
P04995	b2011 JW1993	EX1_ECOLI	GO:0000175; GO:0000287; GO:0000738; GO:0003697; GO:0006281; GO:0006308; GO:0008310; GO:0008852; GO:0051575	IPR023607;IPR034748;IPR034747;IPR038649;IPR013620;IPR013520;IPR022894;IPR012337;IPR036397;	3D-structure;Direct protein sequencing;DNA damage;DNA repair;DNA-binding;Exonuclease;Hydrolase;Magnesium;Metal-binding;Nuclease;Reference proteome;Zinc
P05020	b1062 JW1049	PYRC_ECOLI	GO:0004151; GO:0005737; GO:0005829; GO:0006207; GO:0006221; GO:0008270; GO:0044205	IPR006680;IPR004721;IPR002195;IPR032466;	3D-structure;Direct protein sequencing;Hydrolase;Metal-binding;Pyrimidine biosynthesis;Reference proteome;Zinc
P05041	b1812 JW1801	PABB_ECOLI	GO:0000287; GO:0005737; GO:0008153; GO:0009356; GO:0046654; GO:0046656; GO:0046820	IPR005802;IPR005801;IPR019999;IPR006805;IPR015890;	3D-structure;Direct protein sequencing;Folate biosynthesis;Magnesium;Reference proteome;Transferase
P05042	b1611 JW1603	FUMC_ECOLI	GO:0004333; GO:0006099; GO:0006106; GO:0006108; GO:0006979; GO:0042802; GO:0045239	IPR005677;IPR024083;IPR018951;IPR020557;IPR000362;IPR022761;IPR008948;	3D-structure;Allosteric enzyme;Cytoplasm;Direct protein sequencing;Lyase;Reference proteome;Tricarboxylic acid cycle
P05050	b2212 JW2200	ALKB_ECOLI	GO:0005737; GO:0006281; GO:0006307; GO:0008198; GO:0035513; GO:0035515; GO:0035516; GO:0035552; GO:0035553; GO:0042245; GO:0043734; GO:0051213; GO:0070989; GO:0072702; GO:0080111	IPR004574;IPR027450;IPR037151;IPR005123;	3D-structure;Dioxygenase;Direct protein sequencing;DNA damage;DNA repair;Iron;Metal-binding;Oxidoreductase;Reference proteome
P05055	b3164 JW5851	PNP_ECOLI	GO:0000175; GO:0000287; GO:0003723; GO:0004654; GO:0005829; GO:0006396; GO:0006401; GO:0006402; GO:0009408; GO:0016020; GO:0035438; GO:0042802; GO:1990061	IPR001247;IPR015847;IPR036345;IPR004087;IPR004088;IPR036612;IPR012340;IPR012162;IPR027408;IPR015848;IPR036456;IPR020568;IPR022967;IPR003029;	3D-structure;Cytoplasm;Direct protein sequencing;Magnesium;Metal-binding;Nucleotidyltransferase;Reference proteome;RNA-binding;Stress response;Transferase
P05194	b1693 JW1683	AROD_ECOLI	GO:0003855; GO:0005829; GO:0008652; GO:0009073; GO:0009423; GO:0046279	IPR018508;IPR013785;IPR001381;	Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Direct protein sequencing;Lyase;Reference proteome;Schiff base
P05458	b2821 JW2789	PTRA_ECOLI	GO:0004222; GO:0005737; GO:0006508; GO:0008270; GO:0030288	IPR011249;IPR011765;IPR001431;IPR007863;IPR032632;	3D-structure;Hydrolase;Magnesium;Metal-binding;Metalloprotease;Periplasm;Protease;Reference proteome;Signal;Zinc
P05523	b3635 JW3610	FPG_ECOLI	GO:0000703; GO:0003684; GO:0003906; GO:0004519; GO:0006284; GO:0006974; GO:0008270; GO:0008534; GO:0019104; GO:0034039; GO:0046872; GO:0140078	IPR015886;IPR015887;IPR020629;IPR012319;IPR035937;IPR010979;IPR000214;IPR010663;	3D-structure;Direct protein sequencing;DNA damage;DNA repair;DNA-binding;Glycosidase;Hydrolase;Lyase;Metal-binding;Multifunctional enzyme;Reference proteome;Zinc;Zinc-finger
P05637	b0049 JW0048	APAH_ECOLI	GO:0005737; GO:0008796; GO:0008803; GO:0010165; GO:0015949; GO:0016791; GO:0110154	IPR004617;IPR004843;IPR029052;	Hydrolase;Reference proteome
P05704	b1421 JW1417	MCP3_ECOLI	GO:0004888; GO:0005886; GO:0005887; GO:0006935; GO:0007165; GO:0042803; GO:0098561	IPR035440;IPR004090;IPR004091;IPR003660;IPR004089;IPR003122;	Cell inner membrane;Cell membrane;Chemotaxis;Membrane;Methylation;Reference proteome;Transducer;Transmembrane;Transmembrane helix
P05706	b2704 JW2673	PTHA_ECOLI	GO:0005737; GO:0008982; GO:0009401; GO:0015795; GO:0016301; GO:0016310; GO:0016773; GO:1902495	IPR004716;IPR036665;IPR018454;	Cytoplasm;Kinase;Phosphoprotein;Phosphotransferase system;Reference proteome;Sugar transport;Transferase;Transport
P05791	b3771 JW5605	ILVD_ECOLI	GO:0000287; GO:0004160; GO:0005829; GO:0009097; GO:0009099; GO:0016836; GO:0051536; GO:0051537; GO:0051539	IPR042096;IPR004404;IPR000581;IPR020558;IPR037237;	2Fe-2S;Amino-acid biosynthesis;Branched-chain amino acid biosynthesis;Direct protein sequencing;Iron;Iron-sulfur;Lyase;Magnesium;Metal-binding;Reference proteome
P05793	b3774 JW3747	ILVC_ECOLI	GO:0000287; GO:0004455; GO:0005829; GO:0008677; GO:0009097; GO:0009099; GO:0015940; GO:0032991; GO:0042802; GO:0050661	IPR008927;IPR013328;IPR013023;IPR000506;IPR013116;IPR036291;	3D-structure;Amino-acid biosynthesis;Branched-chain amino acid biosynthesis;Cytoplasm;Direct protein sequencing;Magnesium;Metal-binding;NADP;Oxidoreductase;Reference proteome;Repeat
P05824	b2616 JW5416	RECN_ECOLI	GO:0000724; GO:0000725; GO:0005524; GO:0005829; GO:0006302; GO:0006974; GO:0009314; GO:0009411; GO:0009432; GO:0010165; GO:0010212; GO:0036298; GO:0043590	IPR004604;IPR027417;IPR003395;	ATP-binding;Cytoplasm;DNA damage;DNA repair;Nucleotide-binding;Reference proteome
P05825	b0584 JW5086	FEPA_ECOLI	GO:0009279; GO:0015344; GO:0015620; GO:0015685; GO:0016020; GO:0019904; GO:0022834; GO:0030313; GO:0031230; GO:0033214; GO:0038023; GO:0042912; GO:0042914; GO:0042930; GO:0042931; GO:0044718; GO:0045203; GO:0055072; GO:1902495	IPR039426;IPR012910;IPR037066;IPR000531;IPR010916;IPR036942;IPR010917;IPR010105;	3D-structure;Cell outer membrane;Ion transport;Iron;Iron transport;Membrane;Receptor;Reference proteome;Signal;TonB box;Transmembrane;Transmembrane beta strand;Transport
P05852	b3064 JW3036	TSAD_ECOLI	GO:0000287; GO:0000408; GO:0002949; GO:0005506; GO:0005829; GO:0042802; GO:0061711; GO:0140032; GO:1990145	IPR043129;IPR000905;IPR017861;IPR017860;IPR022450;	3D-structure;Acyltransferase;Cytoplasm;Iron;Metal-binding;Reference proteome;Transferase;tRNA processing
P06129	b3966 JW3938	BTUB_ECOLI	GO:0005509; GO:0009279; GO:0015288; GO:0015420; GO:0015889; GO:0016020; GO:0016021; GO:0019904; GO:0031230; GO:0034220; GO:0045203; GO:0046930; GO:1902495	IPR010101;IPR039426;IPR012910;IPR037066;IPR000531;IPR010916;IPR036942;IPR010917;	3D-structure;Calcium;Cell outer membrane;Direct protein sequencing;Ion transport;Membrane;Metal-binding;Porin;Receptor;Reference proteome;Signal;TonB box;Transmembrane;Transmembrane beta strand;Transport
P06134	b2213 JW2201	ADA_ECOLI	GO:0003700; GO:0003908; GO:0006307; GO:0006974; GO:0008270; GO:0018125; GO:0043565; GO:0045892; GO:0045893; GO:0080111	IPR035451;IPR004026;IPR016221;IPR009057;IPR018060;IPR018062;IPR001497;IPR014048;IPR036217;IPR008332;IPR036631;IPR036388;	3D-structure;Activator;Direct protein sequencing;DNA damage;DNA repair;DNA-binding;Metal-binding;Methyltransferase;Multifunctional enzyme;Reference proteome;Transcription;Transcription regulation;Transferase;Zinc
P06136	b0093 JW0091	FTSQ_ECOLI	GO:0000917; GO:0005886; GO:0005887; GO:0016021; GO:0032153; GO:0042802; GO:0043093; GO:0051301; GO:1990586; GO:1990587	IPR005548;IPR026579;IPR045335;IPR034746;IPR013685;	3D-structure;Cell cycle;Cell division;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
P06149	b2133 JW2121	DLD_ECOLI	GO:0005886; GO:0005887; GO:0009055; GO:0009060; GO:0009061; GO:0016901; GO:0019516; GO:0022904; GO:0031234; GO:0048038; GO:0050660; GO:0055085; GO:0071949; GO:0102029	IPR016172;IPR016173;IPR012256;IPR016166;IPR036318;IPR016167;IPR016169;IPR016164;IPR015409;IPR006094;	3D-structure;Cell inner membrane;Cell membrane;Direct protein sequencing;FAD;Flavoprotein;Membrane;Oxidoreductase;Quinone;Reference proteome
P06609	b1711 JW1701	BTUC_ECOLI	GO:0005886; GO:0005887; GO:0015420; GO:0015889; GO:0016020; GO:0022857; GO:0042802; GO:0043190; GO:1990191	IPR037294;IPR023691;IPR000522;	3D-structure;Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
P06611	b1709 JW1699	BTUD_ECOLI	GO:0005524; GO:0015420; GO:0015889; GO:0016020; GO:0016887; GO:0019898; GO:0042626; GO:0043190; GO:1990191	IPR003593;IPR003439;IPR017871;IPR023693;IPR027417;	3D-structure;ATP-binding;Cell inner membrane;Cell membrane;Membrane;Nucleotide-binding;Reference proteome;Translocase;Transport
P06612	b1274 JW1266	TOP1_ECOLI	GO:0003677; GO:0003916; GO:0003917; GO:0005694; GO:0005829; GO:0006265; GO:0046872	IPR000380;IPR003601;IPR023406;IPR013497;IPR013824;IPR013825;IPR013826;IPR023405;IPR003602;IPR013498;IPR005733;IPR013263;IPR028612;IPR006171;IPR034149;	3D-structure;DNA-binding;Isomerase;Magnesium;Metal-binding;Reference proteome;Repeat;Topoisomerase;Zinc;Zinc-finger
P06616	b2566 JW2550	ERA_ECOLI	GO:0000028; GO:0003723; GO:0003924; GO:0005525; GO:0005737; GO:0005829; GO:0005886; GO:0006468; GO:0019843; GO:0031234; GO:0042274; GO:0043024; GO:0046777; GO:0070181; GO:0097216	IPR030388;IPR006073;IPR005662;IPR015946;IPR004044;IPR009019;IPR027417;IPR005225;	3D-structure;Cell inner membrane;Cell membrane;Cytoplasm;Direct protein sequencing;GTP-binding;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Ribosome biogenesis;RNA-binding;rRNA-binding
P06709	b3973 JW3941	BIRA_ECOLI	GO:0000976; GO:0003677; GO:0004077; GO:0005524; GO:0005737; GO:0006355; GO:0006768; GO:0009102; GO:0009374; GO:0017053; GO:0042803	IPR045864;IPR030855;IPR004408;IPR004409;IPR003142;IPR004143;IPR013196;IPR008988;IPR036388;IPR036390;	3D-structure;ATP-binding;Biotin;DNA-binding;Ligase;Nucleotide-binding;Reference proteome;Repressor;Transcription;Transcription regulation
P06710	b0470 JW0459	DPO3X_ECOLI	GO:0003677; GO:0003887; GO:0005524; GO:0006260; GO:0006261; GO:0009360; GO:0016887; GO:0017111; GO:0030337; GO:0030894; GO:0042802; GO:0043846	IPR003593;IPR001270;IPR008921;IPR022001;IPR022754;IPR012763;IPR021029;IPR045085;IPR027417;IPR038249;	3D-structure;ATP-binding;Direct protein sequencing;DNA replication;DNA-directed DNA polymerase;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Ribosomal frameshifting;Transferase
P06715	b3500 JW3467	GSHR_ECOLI	GO:0004362; GO:0005829; GO:0006749; GO:0016020; GO:0034599; GO:0045454; GO:0050660; GO:0050661; GO:0071949	IPR036188;IPR023753;IPR016156;IPR006322;IPR001100;IPR004099;IPR012999;	3D-structure;Cytoplasm;Disulfide bond;FAD;Flavoprotein;NADP;Oxidoreductase;Redox-active center;Reference proteome
P06721	b3008 JW2975	METC_ECOLI	GO:0004121; GO:0005737; GO:0008784; GO:0009086; GO:0019346; GO:0019450; GO:0030170; GO:0032991; GO:0047804; GO:0080146	IPR000277;IPR006233;IPR015424;IPR015421;IPR015422;	3D-structure;Amino-acid biosynthesis;Cytoplasm;Direct protein sequencing;Lyase;Methionine biosynthesis;Pyridoxal phosphate;Reference proteome
P06722	b2831 JW2799	MUTH_ECOLI	GO:0000018; GO:0003677; GO:0004519; GO:0005737; GO:0006298; GO:0006304; GO:0032300; GO:0043765	IPR004230;IPR011337;IPR037057;IPR011335;	3D-structure;Cytoplasm;Direct protein sequencing;DNA damage;DNA repair;Endonuclease;Hydrolase;Nuclease;Reference proteome
P06959	b0115 JW0111	ODP2_ECOLI	GO:0004742; GO:0005737; GO:0006086; GO:0006090; GO:0006096; GO:0016407; GO:0031405; GO:0042867; GO:0045254	IPR003016;IPR001078;IPR006256;IPR000089;IPR023213;IPR036625;IPR004167;IPR011053;	3D-structure;Acetylation;Acyltransferase;Direct protein sequencing;Glycolysis;Lipoyl;Reference proteome;Repeat;Transferase
P06960	b0273 JW0266	OTC2_ECOLI	GO:0004585; GO:0006974; GO:0009348; GO:0016597; GO:0019240; GO:0042450; GO:0046872	IPR006132;IPR006130;IPR036901;IPR006131;IPR002292;IPR024904;	Amino-acid biosynthesis;Arginine biosynthesis;Cytoplasm;Direct protein sequencing;Metal-binding;Reference proteome;Transferase;Zinc
P06961	b3056 JW3028	CCA_ECOLI	GO:0000049; GO:0000287; GO:0001680; GO:0004112; GO:0004810; GO:0005524; GO:0016437; GO:0016791; GO:0042245; GO:0052927; GO:0052928; GO:0052929	IPR012006;IPR003607;IPR006674;IPR043519;IPR002646;IPR032828;	ATP-binding;Hydrolase;Magnesium;Metal-binding;Multifunctional enzyme;Nickel;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;RNA repair;RNA-binding;Transferase;tRNA processing
P06968	b3640 JW3615	DUT_ECOLI	GO:0000287; GO:0004170; GO:0005829; GO:0006226; GO:0032991; GO:0046081	IPR008181;IPR029054;IPR036157;IPR033704;	3D-structure;Cytoplasm;Direct protein sequencing;Hydrolase;Magnesium;Metal-binding;Nucleotide metabolism;Reference proteome
P06971	b0150 JW0146	FHUA_ECOLI	GO:0005506; GO:0009279; GO:0015344; GO:0015643; GO:0016020; GO:0019904; GO:0038023; GO:0046790; GO:0055072; GO:1902495	IPR012910;IPR037066;IPR039423;IPR000531;IPR010916;IPR036942;IPR010917;IPR010105;	3D-structure;Cell outer membrane;Direct protein sequencing;Disulfide bond;Ion transport;Iron;Iron transport;Membrane;Receptor;Reference proteome;Signal;TonB box;Transmembrane;Transmembrane beta strand;Transport
P06974	b1945 JW1929	FLIM_ECOLI	GO:0003774; GO:0005886; GO:0006935; GO:0009288; GO:0009433; GO:0050918; GO:0071977; GO:0120107	IPR028976;IPR001689;IPR001543;IPR036429;	3D-structure;Bacterial flagellum;Cell inner membrane;Cell membrane;Chemotaxis;Flagellar rotation;Membrane;Reference proteome
P06983	b3805 JW5932	HEM3_ECOLI	GO:0004418; GO:0005737; GO:0005829; GO:0006782; GO:0006783; GO:0018160; GO:0033014	IPR000860;IPR022419;IPR022417;IPR022418;IPR036803;	3D-structure;Direct protein sequencing;Porphyrin biosynthesis;Reference proteome;Transferase
P06988	b2020 JW2002	HISX_ECOLI	GO:0000105; GO:0004399; GO:0005737; GO:0005829; GO:0008270; GO:0030145; GO:0046872; GO:0051287	IPR016161;IPR001692;IPR022695;IPR012131;	3D-structure;Amino-acid biosynthesis;Direct protein sequencing;Histidine biosynthesis;Metal-binding;NAD;Oxidoreductase;Reference proteome;Zinc
P06992	b0051 JW0050	RSMA_ECOLI	GO:0000028; GO:0000179; GO:0003690; GO:0003729; GO:0005829; GO:0006364; GO:0031167; GO:0043024; GO:0046677; GO:0052908; GO:0070475	IPR001737;IPR023165;IPR020596;IPR020598;IPR011530;IPR029063;	3D-structure;Antibiotic resistance;Cytoplasm;Direct protein sequencing;Methyltransferase;Reference proteome;RNA-binding;rRNA processing;S-adenosyl-L-methionine;Transferase
P06993	b3418 JW3381	MALT_ECOLI	GO:0003677; GO:0003700; GO:0005524; GO:0005975; GO:0042802; GO:0045893; GO:0045913; GO:0048031	IPR027417;IPR016032;IPR011990;IPR041617;IPR023768;IPR000792;IPR036388;	3D-structure;Activator;ATP-binding;Carbohydrate metabolism;DNA-binding;Nucleotide-binding;Reference proteome;Transcription;Transcription regulation
P06996	b2215 JW2203	OMPC_ECOLI	GO:0001618; GO:0006974; GO:0009279; GO:0015288; GO:0034220; GO:0042802; GO:0045203; GO:0046813; GO:0046872; GO:0046930	IPR023614;IPR001897;IPR001702;IPR013793;	3D-structure;Cell outer membrane;Direct protein sequencing;Ion transport;Magnesium;Membrane;Metal-binding;Porin;Reference proteome;Signal;Stress response;Transmembrane;Transmembrane beta strand;Transport
P06999	b1723 JW5280	PFKB_ECOLI	GO:0000287; GO:0003872; GO:0005524; GO:0005829; GO:0006096; GO:0006974; GO:0008443; GO:0009024; GO:0042802	IPR002173;IPR011611;IPR029056;IPR017583;	3D-structure;ATP-binding;Glycolysis;Kinase;Magnesium;Metal-binding;Nucleotide-binding;Potassium;Reference proteome;Transferase
P07001	b1603 JW1595	PNTA_ECOLI	GO:0005886; GO:0005887; GO:0006740; GO:0008746; GO:0008750; GO:0009327; GO:0046983; GO:0050661; GO:0051287; GO:0120029	IPR008143;IPR008142;IPR007886;IPR007698;IPR036291;IPR026255;IPR024605;	3D-structure;Cell inner membrane;Cell membrane;Direct protein sequencing;Membrane;NAD;NADP;Nucleotide-binding;Reference proteome;Translocase;Transmembrane;Transmembrane helix
P07003	b0871 JW0855	POXB_ECOLI	GO:0000287; GO:0005829; GO:0005886; GO:0006090; GO:0008289; GO:0030976; GO:0032991; GO:0042802; GO:0042867; GO:0048039; GO:0050660; GO:0052737	IPR029035;IPR044261;IPR029061;IPR012000;IPR012001;IPR000399;IPR011766;	3D-structure;Cell inner membrane;Cell membrane;Direct protein sequencing;FAD;Flavoprotein;Lipid-binding;Magnesium;Membrane;Metal-binding;Nucleotide-binding;Oxidoreductase;Pyruvate;Reference proteome;Thiamine pyrophosphate;Ubiquinone
P07004	b0243 JW0233	PROA_ECOLI	GO:0004350; GO:0005829; GO:0042802; GO:0050661; GO:0055129	IPR016161;IPR016163;IPR016162;IPR015590;IPR020593;IPR012134;IPR000965;	Amino-acid biosynthesis;Cytoplasm;Direct protein sequencing;NADP;Oxidoreductase;Proline biosynthesis;Reference proteome
P07012	b2891 JW5847	RF2_ECOLI	GO:0005829; GO:0006415; GO:0016149	IPR005139;IPR000352;IPR045853;IPR004374;	3D-structure;Cytoplasm;Direct protein sequencing;Methylation;Protein biosynthesis;Reference proteome;Ribosomal frameshifting
P07013	b4201 JW4159	PRIB_ECOLI	GO:0003697; GO:0006268; GO:0006269; GO:0006270; GO:0006276; GO:0009314; GO:0031297; GO:0042802; GO:1990077; GO:1990099; GO:1990158	IPR012340;IPR000424;IPR023646;	3D-structure;Direct protein sequencing;DNA replication;DNA-binding;Primosome;Reference proteome
P07014	b0724 JW0714	SDHB_ECOLI	GO:0005886; GO:0006099; GO:0008177; GO:0009055; GO:0009060; GO:0016020; GO:0022904; GO:0046872; GO:0051536; GO:0051537; GO:0051538; GO:0051539	IPR036010;IPR001041;IPR017896;IPR017900;IPR012675;IPR009051;IPR004489;IPR025192;	2Fe-2S;3D-structure;3Fe-4S;4Fe-4S;Cell inner membrane;Cell membrane;Direct protein sequencing;Electron transport;Iron;Iron-sulfur;Membrane;Metal-binding;Oxidoreductase;Reference proteome;Transport;Tricarboxylic acid cycle
P07017	b1886 JW1875	MCP2_ECOLI	GO:0004888; GO:0005887; GO:0006935; GO:0007165; GO:0007172; GO:0009593; GO:0042802; GO:0042803; GO:0043424; GO:0050920; GO:0051286; GO:0071230; GO:0098561; GO:1901875	IPR035440;IPR004090;IPR004091;IPR003660;IPR004089;IPR003122;	3D-structure;Cell inner membrane;Cell membrane;Chemotaxis;Membrane;Methylation;Reference proteome;Transducer;Transmembrane;Transmembrane helix
P07024	b0480 JW0469	USHA_ECOLI	GO:0000166; GO:0008253; GO:0008768; GO:0009166; GO:0030288; GO:0046872; GO:0106411	IPR008334;IPR036907;IPR006146;IPR006179;IPR004843;IPR029052;	3D-structure;Direct protein sequencing;Disulfide bond;Hydrolase;Metal-binding;Nucleotide-binding;Periplasm;Reference proteome;Signal;Zinc
P07102	b0980 JW0963	PPA_ECOLI	GO:0003924; GO:0003993; GO:0008252; GO:0008707; GO:0016036; GO:0016311; GO:0016791; GO:0030288; GO:0033518; GO:0050308; GO:0052745; GO:0071454	IPR033379;IPR000560;IPR029033;	3D-structure;Direct protein sequencing;Disulfide bond;Hydrolase;Periplasm;Reference proteome;Signal
P07117	b1015 JW1001	PUTP_ECOLI	GO:0005298; GO:0005886; GO:0005887; GO:0015824; GO:0015912; GO:0031402	IPR038377;IPR011851;IPR001734;IPR018212;	Amino-acid transport;Cell inner membrane;Cell membrane;Direct protein sequencing;Ion transport;Membrane;Reference proteome;Sodium;Sodium transport;Symport;Transmembrane;Transmembrane helix;Transport
